study,seed,policy,delivered,generated,energy_uj,delivery_pp,packets_per_j
guard,9700229,selective,88,672,2778880,13.095238095238095,31.66743436204514
guard,9700229,whole,72,672,2643936,10.714285714285714,27.232126647543662
guard,9700230,block,112,864,2681640,12.962962962962964,41.765486791664806
guard,9700230,guard,112,864,2777384,12.962962962962964,40.32571657358147
guard,9700230,prefix,112,864,2777384,12.962962962962964,40.32571657358147
guard,9700230,selective,80,864,2790288,9.25925925925926,28.670875551197582
guard,9700230,whole,100,864,2643936,11.574074074074074,37.82239812158842
guard,9700231,block,112,384,2643424,29.166666666666668,42.36929073807305
guard,9700231,guard,112,384,2761824,29.166666666666668,40.55290996095334
guard,9700231,prefix,112,384,2761824,29.166666666666668,40.55290996095334
guard,9700231,selective,80,384,2789740,20.833333333333332,28.67650748815302
guard,9700231,whole,104,384,2626688,27.083333333333332,39.59358705716096
guard,9700232,block,128,864,2675024,14.814814814814815,47.85003798096765
guard,9700232,guard,128,864,2789248,14.814814814814815,45.89050525446286
guard,9700232,prefix,128,864,2789248,14.814814814814815,45.89050525446286
guard,9700232,selective,96,864,2796288,11.11111111111111,34.33122768470201
guard,9700232,whole,112,864,2643936,12.962962962962964,42.36108589617903
guard,9700233,block,100,1056,2689272,9.469696969696969,37.184784581105966
guard,9700233,guard,100,1056,2784696,9.469696969696969,35.91056258923775
guard,9700233,prefix,100,1056,2785160,9.469696969696969,35.9045799882233
guard,9700233,selective,76,1056,2780104,7.196969696969697,27.3371068132703
guard,9700233,whole,80,1056,2643936,7.575757575757576,30.257918497270737
guard,9700234,block,128,576,2648432,22.22222222222222,48.33048384855643
guard,9700234,guard,128,576,2782672,22.22222222222222,45.99895352380734
guard,9700234,prefix,128,576,2782416,22.22222222222222,46.00318572061115
guard,9700234,selective,96,576,2783456,16.666666666666668,34.489497947874874
guard,9700234,whole,112,576,2643936,19.444444444444443,42.36108589617903
guard,9700235,block,104,480,2690000,21.666666666666668,38.66171003717472
guard,9700235,guard,104,480,2779446,21.666666666666668,37.41752852906658
guard,9700235,prefix,104,480,2780920,21.666666666666668,37.39769572659407
guard,9700235,selective,96,480,2778912,20.0,34.545894220471894
guard,9700235,whole,84,480,2639624,17.5,31.82271414413568
guard,9700236,block,106,768,2631404,13.802083333333334,40.28267799243294
guard,9700236,guard,104,768,2778920,13.541666666666666,37.42461099995682
guard,9700236,prefix,104,768,2778920,13.541666666666666,37.42461099995682
guard,9700236,selective,84,768,2785928,10.9375,30.151532990084455
guard,9700236,whole,88,768,2618064,11.458333333333334,33.61262367917667
guard,9700237,block,116,768,2648296,15.104166666666666,43.801750257524084
guard,9700237,guard,116,768,2784432,15.104166666666666,41.660202152539554
guard,9700237,prefix,116,768,2784432,15.104166666666666,41.660202152539554
guard,9700237,selective,96,768,2792288,12.5,34.380407751635936
guard,9700237,whole,80,768,2626688,10.416666666666666,30.456605428585355
guard,9700238,block,104,768,2666080,13.541666666666666,39.008581888015364
guard,9700238,guard,104,768,2783384,13.541666666666666,37.36458929130871
guard,9700238,prefix,104,768,2783384,13.541666666666666,37.36458929130871
guard,9700238,selective,80,768,2774352,10.416666666666666,28.83556232230085
guard,9700238,whole,88,768,2635312,11.458333333333334,33.392630550006984
guard,9700239,block,100,672,2674572,14.880952380952381,37.389159835667165
guard,9700239,guard,100,672,2785328,14.880952380952381,35.902414365561256
guard,9700239,prefix,100,672,2785328,14.880952380952381,35.902414365561256
guard,9700239,selective,68,672,2791136,10.119047619047619,24.362840076585307
guard,9700239,whole,88,672,2643936,13.095238095238095,33.28371034699781
guard,9700240,block,102,960,2679068,10.625,38.07294178423243
guard,9700240,guard,102,960,2784856,10.625,36.626669386137024
guard,9700240,prefix,102,960,2784856,10.625,36.626669386137024
guard,9700240,selective,80,960,2778976,8.333333333333334,28.78758218854715
guard,9700240,whole,80,960,2643936,8.333333333333334,30.257918497270737
guard,9700241,block,104,768,2666476,13.541666666666666,39.002788699392006
guard,9700241,guard,104,768,2789060,13.541666666666666,37.28854883007178
guard,9700241,prefix,104,768,2789644,13.541666666666666,37.280742632393235
guard,9700241,selective,68,768,2793820,8.854166666666666,24.339434895590983
guard,9700241,whole,80,768,2643936,10.416666666666666,30.257918497270737
guard,9700242,block,124,1056,2699468,11.742424242424242,45.934976817654444
guard,9700242,guard,124,1056,2781724,11.742424242424242,44.57667259584344
guard,9700242,prefix,124,1056,2782948,11.742424242424242,44.55706682266432
guard,9700242,selective,96,1056,2788704,9.090909090909092,34.42459292918861
guard,9700242,whole,112,1056,2643936,10.606060606060606,42.36108589617903
guard,9700243,block,136,1056,2674512,12.878787878787879,50.85039812870535
guard,9700243,guard,136,1056,2783184,12.878787878787879,48.86489718250752
guard,9700243,prefix,136,1056,2783184,12.878787878787879,48.86489718250752
guard,9700243,selective,96,1056,2776288,9.090909090909092,34.57854516534307
guard,9700243,whole,112,1056,2643936,10.606060606060606,42.36108589617903
guard,9700244,block,84,672,2655072,12.5,31.63756011136421
guard,9700244,guard,84,672,2778820,12.5,30.228658207440567
guard,9700244,prefix,84,672,2781472,12.5,30.199836633264688
guard,9700244,selective,72,672,2785408,10.714285714285714,25.848995910114425
guard,9700244,whole,64,672,2618064,9.523809523809524,24.445544493946674
guard,9700245,block,134,960,2667684,13.958333333333334,50.23083693570903
guard,9700245,guard,134,960,2790428,13.958333333333334,48.021307125645244
guard,9700245,prefix,134,960,2790428,13.958333333333334,48.021307125645244
guard,9700245,selective,96,960,2787064,10.0,34.44484949035975
guard,9700245,whole,96,960,2643936,10.0,36.309502196724885
guard,9700246,block,104,864,2635336,12.037037037037036,39.46365852399846
guard,9700246,guard,104,864,2781504,12.037037037037036,37.38984376797589
guard,9700246,prefix,104,864,2781504,12.037037037037036,37.38984376797589
guard,9700246,selective,84,864,2786396,9.722222222222221,30.146468771847218
guard,9700246,whole,80,864,2622376,9.25925925925926,30.50668554013612
guard,9700247,block,120,864,2685272,13.88888888888889,44.68821035634379
guard,9700247,guard,120,864,2782616,13.88888888888889,43.12488679717216
guard,9700247,prefix,120,864,2782616,13.88888888888889,43.12488679717216
guard,9700247,selective,96,864,2777744,11.11111111111111,34.5604202547103
guard,9700247,whole,96,864,2643936,11.11111111111111,36.309502196724885
guard,9700248,block,120,864,2700704,13.88888888888889,44.43285898787872
guard,9700248,guard,120,864,2788928,13.88888888888889,43.02728503568397
guard,9700248,prefix,120,864,2788928,13.88888888888889,43.02728503568397
guard,9700248,selective,96,864,2790592,11.11111111111111,34.40130266266083
guard,9700248,whole,80,864,2643936,9.25925925925926,30.257918497270737
guard,9700249,block,128,768,2697184,16.666666666666668,47.4569031997817
guard,9700249,guard,128,768,2791184,16.666666666666668,45.85867502823175
guard,9700249,prefix,128,768,2791184,16.666666666666668,45.85867502823175
guard,9700249,selective,96,768,2790864,12.5,34.39794988218702
guard,9700249,whole,72,768,2643936,9.375,27.232126647543662
guard,9700250,block,108,960,2692960,11.25,40.10456895015151
guard,9700250,guard,108,960,2783844,11.25,38.795277321574055
guard,9700250,prefix,108,960,2783844,11.25,38.795277321574055
guard,9700250,selective,80,960,2779504,8.333333333333334,28.78211364329751
guard,9700250,whole,72,960,2643936,7.5,27.232126647543662
guard,9700251,block,112,672,2646428,16.666666666666668,42.32119672252561
guard,9700251,guard,112,672,2795908,16.666666666666668,40.05854269882986
guard,9700251,prefix,112,672,2795908,16.666666666666668,40.05854269882986
guard,9700251,selective,88,672,2786668,13.095238095238095,31.57893225888409
guard,9700251,whole,88,672,2626688,13.095238095238095,33.50226597144389
guard,9700252,block,118,672,2647700,17.55952380952381,44.56698266419912
guard,9700252,guard,118,672,2791420,17.55952380952381,42.27239182924819
guard,9700252,prefix,118,672,2791420,17.55952380952381,42.27239182924819
guard,9700252,selective,88,672,2788292,13.095238095238095,31.56053957046106
guard,9700252,whole,80,672,2626688,11.904761904761905,30.456605428585355
guard,9700253,block,120,672,2674604,17.857142857142858,44.866454996702316
guard,9700253,guard,120,672,2783804,17.857142857142858,43.10648307136566
guard,9700253,prefix,120,672,2783804,17.857142857142858,43.10648307136566
guard,9700253,selective,80,672,2779464,11.904761904761905,28.78252785429133
guard,9700253,whole,80,672,2643936,11.904761904761905,30.257918497270737
guard,9700254,block,104,768,2662344,13.541666666666666,39.063321644385546
guard,9700254,guard,104,768,2787408,13.541666666666666,37.31064845907022
guard,9700254,prefix,104,768,2787408,13.541666666666666,37.31064845907022
guard,9700254,selective,70,768,2791472,9.114583333333334,25.0763754750182
guard,9700254,whole,72,768,2643936,9.375,27.232126647543662
guard,9700255,block,102,1152,2672728,8.854166666666666,38.16325492156329
guard,9700255,guard,96,1152,2785676,8.333333333333334,34.46201209329441
guard,9700255,prefix,96,1152,2785940,8.333333333333334,34.45874641952088
guard,9700255,selective,80,1152,2780576,6.944444444444445,28.771017228085118
guard,9700255,whole,88,1152,2643936,7.638888888888889,33.28371034699781
guard,9700256,block,68,1056,2700168,6.4393939393939394,25.18361820449691
guard,9700256,guard,68,1056,2785496,6.4393939393939394,24.412169322806424
guard,9700256,prefix,68,1056,2786456,6.4393939393939394,24.40375875305406
guard,9700256,selective,52,1056,2789552,4.924242424242424,18.640986079485163
guard,9700256,whole,64,1056,2643936,6.0606060606060606,24.206334797816588
guard,9700257,block,112,864,2641072,12.962962962962964,42.40702260294305
guard,9700257,guard,112,864,2788688,12.962962962962964,40.16225551226957
guard,9700257,prefix,112,864,2788688,12.962962962962964,40.16225551226957
guard,9700257,selective,88,864,2780016,10.185185185185185,31.65449407485425
guard,9700257,whole,96,864,2626688,11.11111111111111,36.547926514302425
guard,9700258,block,128,768,2632032,16.666666666666668,48.631627578996
guard,9700258,guard,128,768,2786240,16.666666666666668,45.940048237050654
guard,9700258,prefix,128,768,2786240,16.666666666666668,45.940048237050654
guard,9700258,selective,96,768,2795760,12.5,34.337711391535755
guard,9700258,whole,96,768,2643936,12.5,36.309502196724885
guard,9700259,block,112,576,2657504,19.444444444444443,42.144809565667636
guard,9700259,guard,112,576,2790880,19.444444444444443,40.1307114601846
guard,9700259,prefix,112,576,2792048,19.444444444444443,40.11392354286173
guard,9700259,selective,96,576,2774216,16.666666666666668,34.60437110881056
guard,9700259,whole,96,576,2626688,16.666666666666668,36.547926514302425
guard,9700260,block,88,1152,2673456,7.638888888888889,32.91619536659665
guard,9700260,guard,88,1152,2785256,7.638888888888889,31.5949413626611
guard,9700260,prefix,88,1152,2785720,7.638888888888889,31.58967879040248
guard,9700260,selective,56,1152,2782504,4.861111111111111,20.12575723161584
guard,9700260,whole,64,1152,2643936,5.555555555555555,24.206334797816588
guard,9700261,block,114,576,2643960,19.791666666666668,43.11714246811601
guard,9700261,guard,114,576,2744952,19.791666666666668,41.5307808661135
guard,9700261,prefix,114,576,2744952,19.791666666666668,41.5307808661135
guard,9700261,selective,96,576,2770620,16.666666666666668,34.649284275721676
guard,9700261,whole,96,576,2626688,16.666666666666668,36.547926514302425
guard,9700262,block,112,1248,2669144,8.974358974358974,41.961018214079125
guard,9700262,guard,112,1248,2783624,8.974358974358974,40.23531913792955
guard,9700262,prefix,112,1248,2783624,8.974358974358974,40.23531913792955
guard,9700262,selective,80,1248,2783840,6.410256410256411,28.737283751939767
guard,9700262,whole,88,1248,2643936,7.051282051282051,33.28371034699781
guard,9700263,block,118,768,2688300,15.364583333333334,43.89391064985307
guard,9700263,guard,118,768,2782656,15.364583333333334,42.405529106005204
guard,9700263,prefix,118,768,2782656,15.364583333333334,42.405529106005204
guard,9700263,selective,88,768,2794360,11.458333333333334,31.492005325011814
guard,9700263,whole,80,768,2643936,10.416666666666666,30.257918497270737
shared,9710000,block,750,4320,13371964,17.36111111111111,56.087497692934264
shared,9710000,selective,609,4320,13712396,14.097222222222221,44.4123696544353
shared,9710000,whole,515,4320,13896440,11.921296296296296,37.05985130004519
shared,9710001,block,877,5120,14202108,17.12890625,61.75139634200782
shared,9710001,selective,636,5120,14543617,12.421875,43.730524531827264
shared,9710001,whole,611,5120,14464290,11.93359375,42.24196279250485
shared,9710002,block,661,5216,13670309,12.672546012269938,48.35296700315992
shared,9710002,selective,520,5216,13911190,9.969325153374234,37.37997971417255
shared,9710002,whole,468,5216,14020348,8.97239263803681,33.38005590160815
shared,9710003,block,841,4736,14236465,17.75760135135135,59.073653466643584
shared,9710003,selective,648,4736,14486201,13.682432432432432,44.7322248255426
shared,9710003,whole,566,4736,14375548,11.951013513513514,39.372412098655296
shared,9710004,block,756,4288,13566908,17.630597014925375,55.72382447054259
shared,9710004,selective,585,4288,13872360,13.642723880597014,42.17018589482972
shared,9710004,whole,587,4288,13961246,13.689365671641792,42.0449578784014
shared,9710005,block,790,4704,14227583,16.79421768707483,55.52594562266831
shared,9710005,selective,649,4704,14436868,13.796768707482993,44.95434882413554
shared,9710005,whole,585,4704,14477728,12.436224489795919,40.406892573199336
shared,9710006,block,775,3904,13397365,19.85143442622951,57.84719607176486
shared,9710006,selective,613,3904,13768821,15.701844262295081,44.5208780040063
shared,9710006,whole,619,3904,13589572,15.855532786885245,45.549631732331235
shared,9710007,block,733,4320,13627911,16.96759259259259,53.78667354079433
shared,9710007,selective,573,4320,13938453,13.26388888888889,41.10929670602613
shared,9710007,whole,484,4320,14044858,11.203703703703704,34.46101057055899
shared,9710008,block,842,4672,13961774,18.022260273972602,60.30752252543265
shared,9710008,selective,683,4672,14202781,14.619006849315069,48.08917352172085
shared,9710008,whole,653,4672,14164632,13.976883561643836,46.10073879787347
shared,9710009,block,782,3840,13505596,20.364583333333332,57.90192450596035
shared,9710009,selective,618,3840,13918572,16.09375,44.40110666525273
shared,9710009,whole,573,3840,13912665,14.921875,41.185495374178856
shared,9710010,block,778,4320,13946869,18.00925925925926,55.78312953251371
shared,9710010,selective,630,4320,14153866,14.583333333333334,44.510807153324755
shared,9710010,whole,615,4320,14381698,14.23611111111111,42.76268351623014
shared,9710011,block,795,4864,13929418,16.34457236842105,57.073454181646355
shared,9710011,selective,592,4864,14235215,12.171052631578947,41.58700799390807
shared,9710011,whole,526,4864,14269822,10.814144736842104,36.86100639517438
shared,9710012,block,808,5536,14217098,14.595375722543352,56.83297674391778
shared,9710012,selective,681,5536,14486409,12.301300578034683,47.00957980683826
shared,9710012,whole,604,5536,14517088,10.910404624277456,41.60614029480293
shared,9710013,block,811,4864,14421275,16.673519736842106,56.23635912913387
shared,9710013,selective,633,4864,14644114,13.013980263157896,43.22555806380639
shared,9710013,whole,595,4864,14593814,12.232730263157896,40.77069914691252
shared,9710014,block,844,4960,13787734,17.016129032258064,61.21382962566583
shared,9710014,selective,645,4960,14180733,13.004032258064516,45.48424965056461
shared,9710014,whole,630,4960,14201038,12.701612903225806,44.3629543136213
shared,9710015,block,842,4480,13548110,18.794642857142858,62.14889014039597
shared,9710015,selective,657,4480,13837503,14.665178571428571,47.47966450305377
shared,9710015,whole,597,4480,13814200,13.325892857142858,43.21640051541168
shared,9710016,block,818,4224,13714554,19.365530303030305,59.64466653454425
shared,9710016,selective,646,4224,14167068,15.293560606060606,45.59870821541903
shared,9710016,whole,663,4224,14142638,15.696022727272727,46.87951427449391
shared,9710017,block,813,4544,13280669,17.891725352112676,61.21679562979847
shared,9710017,selective,650,4544,13619930,14.304577464788732,47.724180667595206
shared,9710017,whole,601,4544,13710646,13.226232394366198,43.834550173638796
shared,9710018,block,703,4608,13179784,15.25607638888889,53.3392656510911
shared,9710018,selective,576,4608,13536527,12.5,42.55153482130239
shared,9710018,whole,509,4608,13577092,11.046006944444445,37.48961854276306
shared,9710019,block,779,4768,13571004,16.338087248322147,57.40179576986346
shared,9710019,selective,630,4768,13869347,13.213087248322148,45.42391217120748
shared,9710019,whole,534,4768,13978440,11.199664429530202,38.201687741979796
shared,9710020,block,907,5152,14390106,17.604813664596275,63.02941757343553
shared,9710020,selective,692,5152,14673205,13.43167701863354,47.160794114169335
shared,9710020,whole,658,5152,14586686,12.771739130434783,45.10962942507983
shared,9710021,block,731,4480,13337665,16.316964285714285,54.80719451268269
shared,9710021,selective,582,4480,13630098,12.991071428571429,42.69961962122356
shared,9710021,whole,545,4480,13647756,12.165178571428571,39.93330478651582
shared,9710022,block,803,4320,13811119,18.587962962962962,58.14155970996992
shared,9710022,selective,610,4320,14182035,14.12037037037037,43.01216292302198
shared,9710022,whole,559,4320,14227818,12.939814814814815,39.28922903005928
shared,9710023,block,768,3904,13400237,19.672131147540984,57.312419175869806
shared,9710023,selective,621,3904,13820515,15.906762295081966,44.93320256155433
shared,9710023,whole,620,3904,13759884,15.881147540983607,45.05851938868089
shared,9710024,block,774,4384,13662355,17.655109489051096,56.65201936269406
shared,9710024,selective,603,4384,13929024,13.754562043795621,43.290901071029815
shared,9710024,whole,587,4384,13925256,13.389598540145986,42.153623603041844
shared,9710025,block,864,4960,14270272,17.419354838709676,60.545447206612465
shared,9710025,selective,663,4960,14565604,13.366935483870968,45.51819478272237
shared,9710025,whole,592,4960,14452606,11.935483870967742,40.961470893207775
shared,9710026,block,781,4896,13821929,15.951797385620916,56.50441410891346
shared,9710026,selective,647,4896,14093608,13.214869281045752,45.90733614841565
shared,9710026,whole,544,4896,14212648,11.11111111111111,38.27576676774096
shared,9710027,block,929,6208,14487238,14.964561855670103,64.12540471827687
shared,9710027,selective,734,6208,14751573,11.823453608247423,49.757405532277815
shared,9710027,whole,693,6208,14670786,11.163015463917526,47.236732919422316
shared,9710028,block,810,4448,13900769,18.21043165467626,58.27015757185808
shared,9710028,selective,626,4448,14319927,14.073741007194245,43.71530664925876
shared,9710028,whole,604,4448,14262458,13.579136690647482,42.34894153588393
shared,9710029,block,795,4928,13867429,16.132305194805195,57.32857907547246
shared,9710029,selective,619,4928,14165763,12.560876623376624,43.6969049955163
shared,9710029,whole,577,4928,14214848,11.708603896103897,40.59135911970357
shared,9710030,block,790,5216,13913891,15.145705521472392,56.77779134535408
shared,9710030,selective,604,5216,14340383,11.579754601226995,42.11881928118657
shared,9710030,whole,551,5216,14395006,10.563650306748466,38.27716362188387
shared,9710031,block,792,4000,13123294,19.8,60.35070158452596
shared,9710031,selective,654,4000,13550777,16.35,48.2629151081152
shared,9710031,whole,669,4000,13487724,16.725,49.60065908821978
